TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
NFKB1,FASLG,Unknown,10671224;14563113;15160330
NFKB1,FBP1,Unknown,11023824
NFKB1,GDNF,Unknown,9729303
NFKB1,GFAP,Activation,16516312
NFKB1,GFAP,Unknown,20471977
NFKB1,GSK3B,Unknown,11579131
NFKB1,GSTP1,Activation,15013838
NFKB1,HMOX1,Unknown,8016102
NFKB1,IL10,Activation,19124729
NFKB1,IL10,Unknown,9310124
NFKB1,IL1A,Repression,17612514
NFKB1,IL1B,Activation,12686724;14960579;8413223;8679226;9878621
NFKB1,IL1B,Unknown,10080875;10963848;16433741;17707233;18285351;20336759;9058643
NFKB1,IL6,Activation,10329846;10903137;11327783;11504280;12058956;12887736;14532843;15756023;16984731;17040605;17196927;18057724;18061164;18243142;18942706;18996370;19124729;19164127;20066113;22547075;7876168;8679226;8725624
NFKB1,IL6,Repression,15517885
NFKB1,IL6,Unknown,10823821;10963848;11120852;11975924;15158360;16112536;17490702;17532054;19469019;19707556;2405250;8752656;9516466
NFKB1,NOS1,Activation,17081374
NFKB1,NOS2,Activation,15350552;17081374;17720813;18057724
NFKB1,NOS2,Unknown,11438703;15170030;16283237;16318585;19766095
NFKB1,OPTN,Activation,19340308
NFKB1,PTEN,Activation,17334236;19940030
NFKB1,PTEN,Repression,19940030
NFKB1,PTGS2,Activation,10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
NFKB1,PTGS2,Repression,12622742;15517885
NFKB1,PTGS2,Unknown,12067569;12349897;12871860;14988266;15655349;16210649;17556653;17673602;17767925;18973191;19766095;20103608;20669087
NFKB1,SOD2,Activation,11880364;14515147;19507253
NFKB1,SOD2,Unknown,15330761;18779124
NFKB1,SQSTM1,Unknown,9762895
NFKB1,STK39,Activation,18787102
NFKB1,TNF,Activation,10079106;10748079;11749970;12058956;12686724;15013838;16707469;16916598;17407192;18057724;20066113;7876168;8219230;8679226
NFKB1,TNF,Unknown,10551799;10837498;10963848;11297551;14960579;15812247;16040075;16433741;17442180;17707233;18285351;20237317;9916895
NFKB1,TP53,Unknown,10348347;11032029
NFKB1,VEGFA,Activation,15856023;16684540;17407600;18056465
NFKB1,VEGFA,Repression,15517885
NFKB1,VEGFA,Unknown,12160329;17673602;18184402;20103608;20538607
NFKBIA,IL1B,Repression,15228586
NFKBIA,NOS2,Repression,17478759
NFYA,ABCB1,Unknown,18234965;22154511
NFYB,ABCB1,Unknown,18234965
NFYC,ABCB1,Unknown,18234965
NHLH2,MAOA,Activation,22169038
NKX2-1,RET,Repression,19853745
NKX3-1,ESR1,Unknown,18794125
NKX3-1,IGF1R,Repression,22179513
NKX3-1,VEGFA,Unknown,18974119
NR0B1,CYP17A1,Repression,11592817
NR0B1,NOS1,Activation,19726747
NR0B2,PTGS2,Activation,21613300
NR1H4,EDN1,Repression,16357303
NR1H4,INS,Activation,20060466
NR1H4,VEGFA,Activation,21364590
NR1I2,ABCB1,Activation,18540626
NR1I2,BCL2,Activation,16085054
NR1I2,CCL2,Repression,22248096
NR1I2,IL10,Activation,22285937
NR2E3,ESR1,Unknown,22174013
NR2F1,CYP17A1,Repression,11592817
NR3C1,MAOA,Unknown,16728402
NR3C1,TP53,Repression,17016446
NR4A1,CYP17A1,Unknown,20083153
NR4A1,FASLG,Unknown,14563113
NR4A1,TNF,Repression,19213954
NR4A2,APOM,Unknown,17977826
NR4A2,CRH,Unknown,11315917
NR4A2,CXCL8,Unknown,19732956
NR4A2,MMP1,Repression,17283078
NR4A2,SLC6A3,Unknown,19494806
NR5A1,CYP17A1,Activation,17786540
NR5A1,CYP17A1,Unknown,17664281;21467194;23530236
NRF1,FMR1,Activation,11058604;16500891
NRF1,FMR1,Unknown,15175277;9302255;9328468
NRF1,NQO1,Unknown,11035254
NUPR1,TP53,Unknown,22858377
OTX2,IGF1,Activation,21047732
OTX2,IL6,Activation,21047732
PARP1,BCL2,Repression,20564216
PARP1,HFE,Unknown,24184271
PARP1,HTR1A,Repression,21990073
PARP1,IL10,Unknown,20181890
PAWR,BCL2,Repression,11912153;9989812
PAX2,TP53,Repression,8521821
PAX4,GCG,Repression,17426099
PAX4,INS,Repression,17426099
PAX4,INS,Unknown,10601637
PAX5,BCL2,Repression,22105368
PAX5,FCER2,Unknown,12731041
PAX5,TP53,Activation,22105368
PAX5,TP53,Repression,8521821
PAX6,GCG,Unknown,21824252
PAX8,TP53,Repression,8521821
PDCD11,FASLG,Unknown,14563113
PDX1,INS,Activation,7568086
PDX1,INS,Unknown,10426567;10567373;10585868;20886630
PER1,BCL2,Activation,19675098
PGR,BCL2,Activation,17785366
PGR,BCL2,Unknown,9306964
PGR,ESR1,Activation,16982776
PGR,IL10,Repression,18685848
PGR,PTGS2,Repression,18483177
PGR,VEGFA,Unknown,22542550
PHF10,CASP3,Unknown,20530714
PHOX2A,DBH,Activation,16280598
PHOX2A,DBH,Unknown,11034547
PHOX2B,DBH,Activation,11034547;16280598
PHOX2B,DBH,Unknown,15888479
PIAS1,CYP17A1,Unknown,21467194
PIAS3,ESR1,Unknown,22174013
PIAS4,VDR,Unknown,22564762
PITX2,ABCB1,Unknown,23354914
PITX3,MIP,Activation,21698120
PITX3,TH,Activation,22223473
PLAG1,IGF2,Activation,10646861;11284386;11888928;14695992;14712223
PLAG1,IGF2,Unknown,23023303
PLAGL2,IGF2,Activation,11888928
PML,CASP3,Activation,16253165
PML,TP53,Unknown,12837275
POU1F1,VDR,Activation,17456792
POU2F1,HBG1,Repression,2336386
POU2F1,HPGDS,Unknown,10998423
POU2F2,HLA-DRA,Unknown,7629508
POU3F2,DDC,Unknown,9602135
POU3F4,GCG,Unknown,21824252
POU5F1,DDC,Unknown,9602135
POU5F1,THY1,Activation,17068183
PPARA,HMOX1,Unknown,17413033
PPARA,IL6,Unknown,15001458
PPARA,PTGS2,Activation,11412039
PPARA,SOD2,Unknown,19958503
PPARD,SOD1,Activation,18048767
PPARG,BCL2,Activation,15067355
PPARG,BCL2,Repression,14960510
PPARG,FASLG,Activation,18293083
PPARG,HMOX1,Unknown,17413033
PPARG,PTEN,Activation,11378386;16425225;16775433;20198337
PPARG,PTGS2,Activation,11412039
PPARG,PTGS2,Repression,14555539;16506021
PPARG,PTGS2,Unknown,10827178;11278336
PPARG,TP53,Activation,14960510;16887883
PPARGC1A,ALDOB,Activation,16891307
PPARGC1A,APOA5,Activation,16891307
PPARGC1A,APOC3,Activation,16891307
PPARGC1A,CYP2C9,Unknown,16882880
PPARGC1A,CYP7A1,Activation,16891307
PPARGC1A,MFN2,Activation,17828388
PPARGC1A,MLYCD,Unknown,16434556
PPARGC1A,OTC,Activation,16891307
PPARGC1A,PCK2,Activation,16891307
PREB,CCL2,Unknown,19426980
PTTG1,VEGFA,Activation,12213878;16926250
RARA,MAOB,Unknown,19401466
RB1,IGF1,Unknown,18281476
RB1,MAP3K5,Unknown,19610065
RB1,VEGFA,Activation,16007189
RBPJ,IL6,Activation,10329846
RBPJ,IL6,Unknown,9516466
RBPJ,PTEN,Repression,17245125
REL,CCL2,Activation,10469356;9388261
REL,CRP,Unknown,18684932
REL,IL10,Unknown,9310124
REL,IL1B,Activation,8413223
REL,IL6,Repression,1372388
REL,SOD2,Activation,11880364
RELA,ABCB1,Activation,19763573
RELA,ABCB1,Unknown,18234965
RELA,ADORA2A,Unknown,17082635
RELA,AKT1,Repression,18031796
RELA,BCL2,Activation,14978135;18158998;19259124;20446017;21503108
RELA,BCL2,Repression,15120608;18031796;18566231
RELA,BCL2,Unknown,14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
RELA,CASP3,Unknown,20056115
RELA,CCL2,Activation,10530453;12488502;12647268;16206198;16764699;17452470;20200316;9388261
RELA,CCL2,Unknown,10744656;11006087;11949945;12218154;14631383;15950427;16040075;16730843;16818736;8617886
RELA,CRHR1,Activation,20233629
RELA,CRP,Activation,12667216;17704137
RELA,CRP,Unknown,17513780
RELA,CSF2,Unknown,18285351
RELA,CTSB,Activation,15102937;18598236
RELA,CYP2E1,Unknown,19928584
RELA,DRD2,Unknown,17317773;18354387
RELA,EDN1,Unknown,21334436
RELA,FASLG,Activation,12655294;16770006
RELA,FASLG,Unknown,10671224;14563113;15160330
RELA,FBP1,Unknown,11023824
RELA,GFAP,Activation,16516312
RELA,GFAP,Unknown,20471977
RELA,GSTP1,Activation,15013838
RELA,HMOX1,Unknown,8016102
RELA,IL10,Activation,19124729
RELA,IL1A,Repression,17612514
RELA,IL1B,Activation,12686724;14960579;8021507;8413223;8679226;9878621
RELA,IL1B,Unknown,10080875;10963848;16433741;17707233;18285351;20336759;9058643
RELA,IL6,Activation,10329846;10903137;11327783;11504280;12058956;12887736;14532843;15756023;16984731;17040605;17196927;18057724;18061164;18243142;18942706;18996370;19124729;19164127;20066113;22547075;7499267;7876168;8679226
RELA,IL6,Repression,15517885
RELA,IL6,Unknown,10542237;10823821;10963848;11120852;11975924;15158360;16112536;17490702;17532054;19469019;19707556;19966855;20457835;8752656;9516466
RELA,NOS1,Activation,17081374
RELA,NOS2,Activation,15350552;17081374;17720813;18057724
RELA,NOS2,Unknown,15170030;16283237;16318585;19766095;9712833
RELA,OPTN,Activation,19340308
RELA,PTEN,Activation,17334236;19940030
RELA,PTEN,Repression,19940030
RELA,PTGS2,Activation,10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
RELA,PTGS2,Repression,12622742;15517885
RELA,PTGS2,Unknown,12067569;12349897;12871860;14645117;14988266;15655349;16210649;17556653;17673602;17767925;18973191;19766095;20103608;20669087
RELA,SIRT1,Activation,20617556
RELA,SOD2,Activation,11880364;14515147;19507253
RELA,SOD2,Unknown,15330761;18779124
RELA,STK39,Activation,18787102
RELA,TNF,Activation,10079106;10748079;11749970;12058956;12686724;15013838;16707469;16916598;17407192;18057724;20066113;7876168;8219230;8679226
RELA,TNF,Unknown,10551799;10837498;10963848;11297551;14960579;15812247;16040075;16433741;17442180;17707233;18285351;20237317;9916895
RELA,TP53,Unknown,10348347;11032029;15155458
RELA,VEGFA,Activation,15856023;16684540;17407600;18056465
RELA,VEGFA,Repression,15517885
RELA,VEGFA,Unknown,12160329;17673602;18184402;20103608;20538607
REST,BDNF,Repression,18075316;18518926
REST,PENK,Repression,21832040
REST,TH,Activation,16764822
REST,TH,Repression,16764822
RFX1,HLA-DRA,Unknown,11889043
RFX5,HLA-DRA,Unknown,11258423
RFX5,HLA-DRB1,Unknown,11258423;18723135
RFX5,HLA-DRB5,Unknown,11258423
RFXANK,HLA-DRA,Unknown,11258423
RFXANK,HLA-DRB1,Unknown,11258423
RFXANK,HLA-DRB5,Unknown,11258423
RFXAP,HLA-DRA,Unknown,11258423
RFXAP,HLA-DRB1,Unknown,11258423;18723135
RFXAP,HLA-DRB5,Unknown,11258423
RREB1,KLK3,Repression,17550981
RREB1,SLC39A3,Unknown,21613827
RUNX1,CSF2,Unknown,20439113
RUNX1,PIK3CD,Unknown,19638627
RUNX1,VEGFA,Repression,21447743
RUNX2,ESR1,Unknown,17350616
RUNX2,VEGFA,Activation,19509297;22641097
RUNX3,CASP3,Activation,15930301;19290488
RUNX3,HSPD1,Repression,17956589
RUVBL1,TP53,Repression,21617703
SALL4,PTEN,Repression,19440552
SATB1,BCL2,Activation,20564216
SATB1,BCL2,Unknown,21310710
SETBP1,PTGS2,Repression,18419541
SF1,SF3B1,Unknown,16376933
SFPQ,ADARB2,Repression,24173718
SFPQ,TH,Unknown,16731528
SIM2,BCL2,Repression,21729534
SIM2,CASP3,Activation,21729534
SIM2,PRKN,Unknown,15963499
SIRT1,ABCB1,Activation,20713551
SIRT1,ACAN,Activation,21337390
SIRT1,ADAMTS5,Repression,21337390
SIRT1,BCL11A,Repression,15639232
SIRT1,CCAR2,Repression,23892437
SIRT1,CCND1,Repression,21474819
SIRT1,CDH1,Repression,21640770;22249256
SIRT1,CDKN1A,Repression,15130752;21719763;23474493
SIRT1,CFH,Repression,17558024
SIRT1,CFLAR,Activation,22483777
SIRT1,COL10A1,Repression,21337390
SIRT1,COL1A2,Repression,23079621
SIRT1,CTNNB1,Repression,22245592
SIRT1,DLL4,Repression,20631301
SIRT1,EGLN1,Repression,22245592
SIRT1,ESRRG,Activation,19690166
SIRT1,EZH2,Repression,21703114
SIRT1,FOXO3,Repression,17558024;21841822
SIRT1,FOXP3,Unknown,21533107
SIRT1,HBE1,Repression,22328728
SIRT1,HIC1,Unknown,22510409
SIRT1,HIF1A,Activation,22245592
SIRT1,HSF1,Activation,23349863
SIRT1,HSF1,Unknown,19229036
SIRT1,HSPA4,Unknown,23349863
SIRT1,HYOU1,Activation,22564731
SIRT1,ICAM1,Repression,23238746
SIRT1,IL1B,Unknown,21245135
SIRT1,LIN28A,Unknown,24631505
SIRT1,MCL1,Activation,22483777
SIRT1,MMP9,Repression,19376817;21474819
SIRT1,MYC,Repression,22245592;22483777
SIRT1,NBN,Activation,18692496
SIRT1,NDRG1,Unknown,16314423
SIRT1,NOTCH1,Repression,23028940
SIRT1,NQO1,Repression,20623181
SIRT1,PAX6,Repression,20631301
SIRT1,PER1,Activation,22149272
SIRT1,PPARG,Repression,15850715
SIRT1,SELE,Unknown,21810449
SIRT1,SHC1,Unknown,21778425
SIRT1,TBX3,Repression,20631301
SIRT1,TERT,Unknown,24416313
SIRT1,TNF,Unknown,21245135
SIRT1,TNFRSF10B,Repression,22483777
SIRT1,TP53,Activation,23661372
SIRT1,TP53,Repression,15130752;15632193
SIRT1,TP73,Unknown,19188449
SIRT1,WRN,Repression,17996922
SIRT1,XPC,Repression,21149730
SIRT2,AFP,Activation,14522900
SIRT2,CDKN1A,Repression,14522900
SIRT2,NEDD4,Repression,23175188
SMAD2,BCL2,Unknown,24739390
SMAD3,CYP17A1,Repression,17786540
SMAD3,VDR,Activation,17471513
SMAD3,VEGFA,Unknown,11486006
SMAD4,BCL2,Unknown,24739390
SMAD7,HMOX1,Unknown,11018038
SNAI1,VDR,Repression,15322538;16804902;20138990
SNAI2,VDR,Repression,18485278;20138990
SNW1,VDR,Unknown,15225769
SOX10,GJC2,Unknown,20695017
SOX10,MPZ,Unknown,21179557
SOX10,RET,Activation,20977903
SOX10,RET,Unknown,14523991
SOX2,ASXL1,Activation,22542624
SOX6,TP53,Activation,21084391
SP1,ABCB1,Activation,10644769;7565762
SP1,ABCB1,Unknown,10860921;8103518
SP1,GRK2,Activation,12423667
SP1,APOE,Unknown,11229886
SP1,APP,Activation,15673661
SP1,APP,Unknown,8015372
SP1,BCL2,Unknown,10542244
SP1,CASP3,Unknown,11773055
SP1,CCL2,Activation,10644332
SP1,CCL2,Unknown,12488502
SP1,CTSB,Unknown,10701774
SP1,CYP17A1,Unknown,11379008;11463853
SP1,ESR1,Unknown,12237165;21235772
SP1,FASLG,Activation,12655294
SP1,FASLG,Unknown,14563113;15004200
SP1,FBP1,Unknown,11023824
SP1,FMR1,Activation,16500891
SP1,FMR1,Unknown,10612627;15175277;9328468
SP1,GDF5,Unknown,24861163
SP1,GSTP1,Activation,8557630
SP1,HGF,Activation,9223667
SP1,HTR1A,Unknown,8626793
SP1,HTT,Activation,22399227
SP1,IGF1R,Unknown,15345673
SP1,IGF2,Activation,11327698
SP1,IGF2,Unknown,10606246;11336542;9610618
SP1,IL10,Activation,21309719
SP1,IL10,Unknown,11278848;17202341
SP1,IL6,Activation,18502099
SP1,INSR,Activation,1311316;16707431
SP1,INSR,Unknown,7983788
SP1,LEP,Activation,18559540
SP1,MAOB,Unknown,11259630;20980443
SP1,MMRN1,Activation,15631312
SP1,MTA1,Activation,21555589
SP1,NOS1,Unknown,12237165
SP1,PON1,Activation,15380450
SP1,PRNP,Activation,18990686
SP1,PRNP,Unknown,23131565
SP1,PTEN,Unknown,22030357
SP1,PTGS2,Activation,15767339
SP1,PTGS2,Repression,15767339
SP1,PTN,Unknown,10962555
SP1,SIRT1,Unknown,23843607
SP1,SMPD1,Activation,10224156
SP1,SOD1,Activation,8921911;9867871
SP1,SOD1,Repression,11724400
SP1,SOD2,Repression,11853549
SP1,SOD2,Unknown,18779124;23500038
SP1,SQSTM1,Unknown,9762895
SP1,SREBF1,Activation,20179320
SP1,SREBF1,Unknown,15462672
SP1,TH,Unknown,20124442
SP1,TNF,Activation,10688670;10913190
SP1,TNF,Repression,12759366
SP1,VDR,Unknown,15664452
SP1,VEGFA,Activation,10581162;12429844;15217947;15342781;16540671;16982770;21115498
SP1,VEGFA,Repression,11559575
SP1,VEGFA,Unknown,10816575;11731421;12560084;14647449;18575762;23369005;8910439
SP3,ACE,Unknown,14679188
SP3,CTSB,Unknown,10701774
SP3,CYP17A1,Unknown,11463853
SP3,FBP1,Unknown,11023824
SP3,GDF5,Unknown,24861163
SP3,HGF,Activation,9223667
SP3,MAOB,Unknown,11259630
SP3,VEGFA,Unknown,10816575;14647449
SP4,MAOB,Activation,11259630
SPDEF,SQSTM1,Activation,12700667
SPI1,CCL2,Activation,24429361
SPI1,IL1B,Activation,17386941
SPI1,IL1B,Unknown,10801783
SPI1,MAPK1,Repression,22075620
SPI1,TLR4,Activation,16785240;20956019
SPI1,TLR4,Unknown,10734131
SPI1,TNF,Unknown,10748079
SREBF1,ACACB,Unknown,12764144
SREBF1,ACLY,Activation,10777536
SREBF1,APOA5,Repression,15317819
SREBF1,APOA5,Unknown,16448983
SREBF1,AR,Unknown,20071336
SREBF1,BCL2L1,Repression,16091421
SREBF1,CAV1,Repression,19808659
SREBF1,CETP,Unknown,10393213
SREBF1,CIC,Unknown,17350599
SREBF1,FABP6,Unknown,11684682
SREBF1,FAS,Activation,18420801
SREBF1,FAS,Unknown,12531699;20173757;9300785
SREBF1,FASN,Unknown,10520861;11790787;17449569
SREBF1,FDFT1,Unknown,11008488;11111077
SREBF1,FDPS,Unknown,8798690
SREBF1,HK2,Unknown,14747281
SREBF1,HMOX1,Unknown,17452746
SREBF1,IRS2,Repression,15881188;16091421
SREBF1,LDLR,Activation,22153697
SREBF1,LDLR,Unknown,12180145
SREBF1,LPIN1,Unknown,19553673
SREBF1,LRP1,Repression,20980003
SREBF1,NR0B2,Activation,15123650
SREBF1,PCK1,Repression,14744869
SREBF1,PCSK9,Activation,17921436
SREBF1,PDX1,Repression,16091421
SREBF1,PPARG,Unknown,10409739
SREBF1,SCD,Unknown,11414710
SREBF1,SCD5,Activation,22510410
SREBF1,THRSP,Unknown,22672904
SREBF2,PON1,Activation,20728021
SRY,TH,Unknown,20124442;22568433
STAT1,APP,Unknown,9841227
STAT1,CCL2,Unknown,12388243;17167270
STAT1,CTSB,Unknown,11556541
STAT1,EDN1,Activation,20217138
STAT1,HMOX1,Activation,19129475
STAT1,IL10,Unknown,20709027
STAT1,IL1B,Activation,17386941
STAT1,IL6,Repression,18616672
STAT1,NOS2,Activation,12586443
STAT1,NOS2,Unknown,16318585
STAT1,PTGS2,Activation,12586443
STAT1,PTGS2,Unknown,10433370;16685393
STAT1,TP53,Activation,14602726
STAT1,TP53,Unknown,24655378
STAT2,CCL2,Unknown,17167270
STAT2,NOS2,Activation,12586443
STAT2,PTGS2,Activation,12586443
STAT3,AKT1,Unknown,16007214
STAT3,BCL2,Activation,15184887;15805299;18839277;19926637;21435102;22504301
STAT3,BCL2,Repression,22313388
STAT3,BCL2,Unknown,18320073;20043094;20446017;21172343;21344490;21385902
STAT3,CCL2,Activation,24429361
STAT3,CRP,Activation,12667216;20978825;23361365
STAT3,CRP,Unknown,18292576
STAT3,GFAP,Activation,21833841
STAT3,GFAP,Unknown,11740937
STAT3,HGF,Activation,12168776
STAT3,HGF,Unknown,23954444
STAT3,HMOX1,Activation,19129475
STAT3,HSPA4,Activation,19754877
STAT3,IL10,Activation,12817009;18765795
STAT3,IL10,Unknown,10903771;15034082;17404037;18403020;19124156
STAT3,IL6,Activation,10391682;18765795;20930550;22547075;22927445
STAT3,IL6,Repression,18616672
STAT3,IL6,Unknown,22105366;22363173
STAT3,LEP,Activation,18242580;19492417
STAT3,PTEN,Activation,22055460
STAT3,PTGS2,Activation,20145033
STAT3,PTGS2,Unknown,21172343
STAT3,TP53,Unknown,20043094
STAT3,VDR,Repression,23424038
STAT3,VEGFA,Unknown,23104276
STAT3,VEGFA,Activation,11960372;15735682;17169602;17533737;19284568;19880237;21278793;21418908
STAT3,VEGFA,Repression,17533737;19880237;22313388
STAT3,VEGFA,Unknown,12824281;16540670;16899623;17937859;18184402;18320073;19020709;20043094;21172343;21344490;21731766;25101566
STAT5A,ESR1,Unknown,11731618
STAT5B,ESR1,Unknown,11731618
STAT5B,IGF1,Activation,22419735
STAT6,CYP2E1,Activation,20723539
STAT6,FCER2,Activation,9686563
STAT6,PTGS2,Activation,17237818
STAT6,TLR4,Repression,16433852
SUGP1,IL1B,Activation,9878621
SUZ12,IGF2,Unknown,23962719
TBP,APP,Unknown,8015372
TBP,BCL2,Repression,11313951
TBP,CRP,Unknown,18684932
TBP,IL6,Repression,9209275
TBX21,IL10,Unknown,21507199
TCF3,INS,Unknown,10567574;9665477
TCF4,ABCB1,Activation,20459685
TCF4,BCL2,Unknown,23671559
TCF4,CNTNAP2,Activation,22777675
TCF4,PTEN,Repression,21132538
TCF4,VEGFA,Activation,15940626
TCF7L2,ABCB1,Unknown,10987283
TCF7L2,PTGS2,Unknown,11396184
TEAD4,VEGFA,Repression,22761647
TFAP2A,ACHE,Repression,7559515
TFAP2A,APP,Unknown,17651731
TFAP2A,BCL2,Repression,16533807
TFAP2A,DBH,Unknown,11146001
TFAP2A,HGF,Repression,10860846
TFAP2A,HMOX1,Unknown,8016102
TFAP2A,HTT,Unknown,11483245
TFAP2A,PTEN,Activation,18316341
TFAP2A,PTGS2,Unknown,16423197
TFAP2A,SOD2,Unknown,23500038
TFAP2A,TH,Unknown,11146001
TFAP2A,VEGFA,Activation,9049304
TFAP2A,VEGFA,Unknown,11731421
TFAP2B,DRD1,Unknown,10640692
TFAP2C,ESR1,Activation,11278455;19458056
TFAP2C,GPX1,Activation,22964634
TFAP2C,RET,Unknown,22878616
TFCP2,GSK3B,Unknown,16973241
TFDP1,TP53,Repression,8557038
TLX1,ALDH1A1,Unknown,18073142;18082256
TP53,ABCB1,Repression,10029407
TP53,ABCB1,Unknown,18234965
TP53,AFP,Repression,14522900
TP53,AKT1,Repression,12485897
TP53,ALKBH2,Unknown,20661249
TP53,ALOX5,Unknown,17018618
TP53,ANKRD1,Unknown,20599664
TP53,ANTXR1,Unknown,11711532
TP53,APAF1,Unknown,11896574;15972851
TP53,APCS,Activation,15378026
TP53,AQP3,Unknown,11231003
TP53,ATF3,Activation,12372430
TP53,ADGRB1,Unknown,11875720
TP53,BAX,Activation,10101800;10566557;15851483;17280505;17693666;18172861;20673369;22532570;22732402;9000137
TP53,BAX,Unknown,10559267;11278953;12851404;15988033;19067706;21859835
TP53,BBC3,Activation,17280505
TP53,BBC3,Unknown,11572983;15988033;18755897;22763818
TP53,BCL2,Repression,11313951;17693666;19411072;20428827;9000137
TP53,BCL2,Unknown,21859835
TP53,BCL2L1,Activation,9000137
TP53,BCL2L1,Repression,18172861
TP53,BCL3,Repression,12808109
TP53,BDKRB2,Activation,15632413
TP53,BGLAP,Activation,21964930
TP53,BIRC5,Repression,17124180
TP53,BIRC5,Unknown,19067706
TP53,BRCA1,Repression,9619832
TP53,BRCA1,Unknown,21742769
TP53,BRCA2,Repression,18765668;9619832
TP53,BTG2,Unknown,16581545
TP53,BTG3,Unknown,18590053
TP53,BTS1,Unknown,9030974
TP53,CABLES1,Unknown,11706030
TP53,CARM1,Unknown,20462455
TP53,CASP1,Unknown,11278253
TP53,CASP3,Unknown,21859835
TP53,CAV1,Activation,10684646
TP53,CCNA1,Unknown,17530187
TP53,CCNA2,Unknown,8270002
TP53,CCNB1,Repression,11892838
TP53,CCNB2,Repression,12889596
TP53,CCND1,Repression,12808109
TP53,CD82,Activation,9736732
TP53,CDK1,Repression,12889596
TP53,CDK1,Unknown,19067706
TP53,CDK2,Repression,12732645
TP53,CDK4,Unknown,17530187
TP53,CDKN1A,Activation,10101800;10327058;10499591;10522058;10566557;10597242;11444825;11892838;12665570;12889596;12902982;14522900;15851483;15882981;15897882;17280505;18172861;18645021;19501055;19713748;20673369;21084835;21245169;21557991;22532570;22732402;7753560;9916993
TP53,CDKN1A,Repression,15208672;16970927;17344317
TP53,CDKN1A,Unknown,10559267;10910098;12007564;12420214;12851404;15509808;15539944;15856024;15988033;16103882;16434701;16540664;16557594;16581545;17996705;18225552;18755897;19067706;19954840;20036872;20190809;20531308;21858218;21900401
TP53,CDKN1B,Unknown,15988033
TP53,CHEK1,Repression,15016801
TP53,CHEK1,Unknown,11152453
TP53,CHEK2,Repression,10531348
TP53,CHUK,Repression,15469934
TP53,CKM,Activation,8389468
TP53,CRYAB,Activation,21556774
TP53,CTNNB1,Repression,19411072
TP53,CTSD,Activation,10029407
TP53,CYFIP2,Unknown,15856024
TP53,DDB1,Activation,16357511
TP53,DDB1,Repression,19382146
TP53,DDB2,Activation,16357511
TP53,DDB2,Unknown,12771027;12967652;15856024;15927209;22336944
TP53,DKK1,Unknown,15229249
TP53,DNMT1,Activation,20570896
TP53,DNMT1,Repression,20570896;21478913
TP53,DNMT1,Unknown,18555750
TP53,DUSP1,Activation,12890671;15611668
TP53,E2F1,Repression,8557038
TP53,E2F3,Repression,20428827
TP53,E2F7,Activation,22802528
TP53,EGFR,Activation,10029407
TP53,EGR1,Unknown,16990849
TP53,ELF4,Unknown,20805247
TP53,EPHA2,Activation,11641774
TP53,ESR1,Unknown,21655924
TP53,EZH2,Activation,15208672
TP53,EZH2,Repression,15208672;21165554
TP53,FAS,Activation,10101800;11313989
TP53,FAS,Unknown,16317104
TP53,FDXR,Unknown,12370809
TP53,FGF2,Repression,10029407
TP53,FLT1,Activation,16432214
TP53,FLT1,Unknown,1724219e
TP53,FOXM1,Repression,21518729
TP53,FOXO3,Unknown,19299143
TP53,FRMD5,Unknown,19139068
TP53,FUS,Unknown,12364590
TP53,GADD45A,Activation,10566557
TP53,GADD45A,Repression,17344317;18350249
TP53,GADD45A,Unknown,10327059;12007564;15031557;16581545;18225552
TP53,GC,Unknown,8642300
TP53,GDF15,Activation,10618379
TP53,GDF15,Unknown,10777512
TP53,GLI2,Unknown,18813803
TP53,GML,Activation,10717525
TP53,GPNMB,Unknown,15684612
TP53,GSTP1,Activation,18505928
TP53,HIPK2,Activation,11740489
TP53,HNF4A,Repression,16895524
TP53,HRAS,Unknown,11127813
TP53,HSF1,Unknown,20180806
TP53,HSP90AB1,Repression,15284248
TP53,ID1,Unknown,16557594
TP53,ID2,Unknown,16557594
TP53,IER3,Unknown,12360408
TP53,IFI16,Activation,18974396
TP53,IFI16,Unknown,11146555
TP53,IGF1R,Repression,12444079;17097318
TP53,IGF1R,Unknown,11001824;17600529
TP53,IGFBP3,Activation,10101800
TP53,ING1,Unknown,16465410
TP53,IPO7,Repression,22284678
TP53,KLF2,Repression,23202365
TP53,MAD1L1,Repression,12876282
TP53,MAP4,Repression,19411072
TP53,MCL1,Repression,19411072
TP53,MCM7,Repression,15899946
TP53,MDM2,Activation,10566557;10718212;12902982;15851483;20837136;22223137;22532570;9645455;9858609
TP53,MDM2,Unknown,10469568;12851404;14532965;15856024;18566224;18583933;20036872;22180176;9071998
TP53,MDM4,Unknown,20036872;20372076
TP53,MET,Repression,21831840
TP53,MGMT,Repression,17564708;19846904
TP53,MGMT,Unknown,20525765
TP53,MKI67,Unknown,14675138
TP53,MMP1,Repression,15108353
TP53,MMP2,Activation,10029407;11792711;9343394
TP53,MMP2,Unknown,19853299;19939245
TP53,MUC2,Activation,12374798
TP53,MYC,Repression,19411072
TP53,MYC,Unknown,19202062
